"Dataset_ID","Continent","Basin_Type","Latitude","Longitude","Area_m2","record_type"
41243,"Europe","Peat",51.45583,0.376111,NA,"peatland"
41245,"Asia","Lake",41.63285,115.2254,NA,"small lake"
41247,"Asia","Lake",25.87085,99.27974,1092863.783,"large lake"
41252,"Asia","Peat",65.03944,125.0369,NA,"peatland"
41264,"Asia","Lake",73.33333,124.2,23875786.83,"large lake"
41305,"Europe","Peat",50.62278,-3.94271,NA,"peatland"
41308,"Europe","Peat",50.97472,-3.63306,NA,"peatland"
41310,"Europe","Peat",50.65556,-3.91,NA,"peatland"
41320,"Europe","Peat",51.11722,-3.82611,NA,"peatland"
41323,"Europe","Peat",51.13944,-3.83278,NA,"peatland"
41326,"Europe","Peat",50.93389,-3.43333,NA,"peatland"
41329,"Europe","Peat",51.06583,-3.6875,NA,"peatland"
41333,"Europe","Peat",50.97056,-3.62361,NA,"peatland"
41335,"Europe","Peat",50.97806,-3.64389,NA,"peatland"
41337,"Europe","Peat",50.65472,-3.95694,NA,"peatland"
41339,"Europe","Peat",51.05444,-3.67833,NA,"peatland"
41345,"Europe","Lake",52.52944,0.873889,NA,"small lake"
41351,"Europe","Lake",52.58139,0.806389,43222.91028,"small lake"
41366,"Europe","Peat",51.90856,10.18141,NA,"peatland"
41380,"Europe","Peat",50.96278,0.83,NA,"peatland"
41382,"Europe","Peat",51.01778,0.835556,NA,"peatland"
41384,"Europe","Peat",51.05194,0.826667,NA,"peatland"
41389,"Europe","Peat",46.15919,8.74872,NA,"peatland"
41397,"Asia","Lake",73.56667,123.35,7530589.997,"large lake"
41399,"Europe","Lake",51.67405,10.31514,2153.0423,"small lake"
41401,"Europe","Peat",46.15919,8.74872,NA,"peatland"
41417,"Europe","Peat",52.72556,-3.92139,NA,"peatland"
41419,"Europe","Peat",54.24831,12.89234,NA,"peatland"
41421,"Europe","Peat",50.90583,0.675278,NA,"peatland"
41426,"Europe","Lake",46.32603,7.07212,36337.62933,"small lake"
41448,"Europe","Lake",46.39684,7.33143,82438.0881,"small lake"
41453,"Europe","Lake",53.05513,14.13067,1182314.326,"large lake"
41456,"Europe","Lake",53.05513,14.13067,NA,"small lake"
41460,"Europe","Lake",46.05152,8.94329,NA,"small lake"
41467,"Europe","Lake",46.05152,8.94329,64024.79456,"small lake"
41469,"Europe","Lake",47.16969,7.66823,NA,"small lake"
41476,"Europe","Peat",50.6125,-3.96222,NA,"peatland"
41479,"Europe","Peat",56.38333,-3.08333,NA,"peatland"
41485,"Europe","Lake",54.77534,-8.46824,5909.216899,"small lake"
41489,"Europe","Lake",46.32917,7.27588,3046.498963,"small lake"
41491,"Europe","Peat",41.73441,24.13967,NA,"peatland"
41497,"North America","Lake",68.10826,-140.857,523158.1947,"large lake"
41499,"North America","Peat",67.93275,-140.826,NA,"peatland"
41502,"Europe","Lake",55.02284,-8.3492,4397.546237,"small lake"
41527,"Europe","Peat",43.52889,-5.76889,NA,"peatland"
41537,"North America","Lake",33.66066,-117.353,11049159.3,"large lake"
41543,"Europe","Lake",37.6,12.65,NA,"small lake"
41580,"North America","Lake",38.08806,-105.632,47507.74324,"small lake"
41587,"Europe","Lake",37.01879,14.34455,608385.8011,"large lake"
41589,"Europe","Lake",46.38679,7.40589,NA,"small lake"
41602,"Europe","Lake",43.83784,10.3308,7265485.282,"large lake"
41604,"Europe","Lake",42.98787,10.89516,137578.86,"small lake"
41606,"North America","Lake",58.497,-124.652,19022.06292,"small lake"
41612,"North America","Lake",58.5785,-124.55,23368.02066,"small lake"
41614,"North America","Lake",39.15163,-106.406,16353.6775,"small lake"
41631,"Europe","Lake",44.1199,10.67378,959.5454892,"small lake"
41634,"Europe","Lake",44.32009,10.83865,22076.45258,"small lake"
41646,"Europe","Peat",43.38111,-6.32722,NA,"peatland"
41653,"Europe","Peat",51.76632,10.51354,NA,"peatland"
41657,"Europe","Peat",39.59722,-4.67417,NA,"peatland"
41669,"Europe","Peat",39.44111,-4.09639,NA,"peatland"
41746,"Europe","Peat",40.33472,-5.79222,NA,"peatland"
41750,"Europe","Lake",36.81689,11.98704,192068.9595,"small lake"
41753,"Europe","Peat",40.30722,-4.93417,NA,"peatland"
41760,"Europe","Peat",43.23278,-4.48917,NA,"peatland"
41762,"North America","Lake",48.16475,-114.361,899976.9278,"large lake"
41764,"Europe","Lake",70.0516,27.84761,438173.9976,"small lake"
41766,"Europe","Lake",60.34577,19.97168,161481.4896,"small lake"
41770,"Europe","Lake",45.99663,8.92794,NA,"small lake"
41842,"Europe","Peat",46.39429,7.97395,NA,"peatland"
41864,"North America","Lake",61.24441,-136.929,2699.149233,"small lake"
41909,"Europe","Lake",40.34167,-7.57639,4968.729844,"small lake"
41911,"Europe","Lake",40.36278,-7.63611,513266.8875,"large lake"
41926,"Europe","Peat",38.30444,-8.7725,NA,"peatland"
41928,"Europe","Peat",38.30444,-8.7725,NA,"peatland"
42001,"North America","Lake",46.14714,-85.494,69866.83881,"small lake"
42161,"North America","Lake",59.41115,-97.49,512653.6447,"large lake"
42417,"Asia","Peat",37.15167,54.05667,NA,"peatland"
42421,"Asia","Peat",37.66528,46.63194,NA,"peatland"
42539,"Asia","Lake",29.47722,52.75972,240039841.3,"large lake"
42542,"Europe","Peat",51.77919,10.49389,NA,"peatland"
42547,"North America","Lake",40.02309,-107.119,7556.274713,"small lake"
42555,"Europe","Lake",49.04274,8.75934,NA,"small lake"
42557,"Europe","Lake",49.04274,8.75934,NA,"small lake"
42559,"North America","Lake",43.78837,-110.794,7435.744468,"small lake"
42563,"Europe","Lake",55.01868,-8.38863,10591.37975,"small lake"
42566,"Europe","Peat",48.7312,8.644115,NA,"peatland"
42568,"Europe","Peat",48.7312,8.644115,NA,"peatland"
42570,"Europe","Peat",48.7312,8.644115,NA,"peatland"
42649,"Europe","Lake",47.69465,9.006615,NA,"small lake"
42652,"Europe","Lake",47.67799,8.97433,57784962.85,"large lake"
42655,"North America","Lake",52.09154,-131.212,2314.685282,"small lake"
42663,"North America","Lake",48.57562,-55.4157,258633.645,"small lake"
42671,"Europe","Lake",48.56961,8.2395,20787.20201,"small lake"
42673,"Europe","Lake",48.57466,8.348515,6534.131454,"small lake"
42675,"North America","Lake",52.55,-131.8,1094396.986,"large lake"
42679,"North America","Lake",47.62906,-55.5076,65547.26814,"small lake"
42681,"Europe","Lake",48.57466,8.348515,NA,"small lake"
42683,"Europe","Peat",48.71804,8.458815,NA,"peatland"
42685,"Europe","Peat",48.71804,8.458815,NA,"peatland"
42687,"Europe","Lake",48.66846,8.29549,10134.23473,"small lake"
42689,"Europe","Lake",47.75398,9.024175,897651.1776,"large lake"
42692,"Europe","Lake",48.66846,8.29549,NA,"small lake"
42712,"North America","Lake",47.9329,-55.5557,431405.5639,"small lake"
42714,"Europe","Lake",52.8455,14.10019,109042.5261,"small lake"
42716,"Europe","Lake",52.8455,14.10019,NA,"small lake"
42745,"North America","Lake",61.07859,-138.373,36634.41384,"small lake"
43513,"Europe","Lake",46.46994,9.80624,310983.3269,"small lake"
43525,"Europe","Lake",57.35149,-7.26989,8089.177115,"small lake"
43533,"Europe","Lake",58.26503,-6.7703,6016.431886,"small lake"
44723,"Europe","Lake",47.09077,8.08088,218476.6415,"small lake"
44896,"Europe","Lake",53.19781,-4.10115,6171.530707,"small lake"
44941,"Europe","Lake",68.66045,16.3814,57332.23971,"small lake"
44951,"Europe","Peat",48.33724,20.42514,NA,"peatland"
45101,"Europe","Peat",40.81667,21.91667,NA,"peatland"
45103,"Europe","Peat",40.81667,21.91667,NA,"peatland"
45105,"Europe","Peat",39.98778,20.77556,NA,"peatland"
45107,"Europe","Lake",39.885,20.59528,NA,"small lake"
45111,"Asia","Peat",37.18556,50.1475,NA,"peatland"
45115,"Europe","Peat",53.31667,-7.3,NA,"peatland"
45117,"Europe","Lake",45.33407,22.80349,1860.923152,"small lake"
45137,"Europe","Peat",47.10833,22.66111,NA,"peatland"
45144,"Europe","Lake",46.36667,14.1,1267549.063,"large lake"
45164,"Asia","Lake",41.85,53.25,18692411984,"large lake"
45168,"Europe","Lake",40.16667,28,149554358,"large lake"
45170,"Europe","Lake",40.43389,29.53306,300263914.3,"large lake"
45173,"Europe","Lake",40.71667,30.25,45366298.31,"large lake"
45181,"Europe","Peat",41.80833,-3.5725,NA,"peatland"
45184,"Europe","Peat",40.86104,-4.06103,NA,"peatland"
45188,"Europe","Peat",40.54667,-6.20972,NA,"peatland"
45190,"Europe","Peat",42.30417,-6.32139,NA,"peatland"
45192,"Europe","Peat",42.12611,-6.07028,NA,"peatland"
45202,"Europe","Peat",51.49194,0.234167,NA,"peatland"
45204,"Europe","Peat",51.51194,0.194444,NA,"peatland"
45219,"Europe","Lake",54.09639,-2.16361,598293.201,"large lake"
45221,"Europe","Peat",54.41667,-8.03333,NA,"peatland"
45223,"Europe","Peat",54.54417,-5.95306,NA,"peatland"
45281,"Europe","Lake",47.1125,25.27361,NA,"small lake"
45298,"Europe","Peat",46.46611,23.13639,NA,"peatland"
45311,"Europe","Lake",68.34556,19.1,689584.5753,"large lake"
45314,"Europe","Lake",67.96611,20.46028,102049.4563,"small lake"
45316,"Europe","Lake",31.49111,35.42972,642657544.9,"large lake"
45322,"Europe","Lake",37.62,12.64,258712.9332,"small lake"
45324,"Europe","Lake",37.60866,12.65464,22016.63153,"small lake"
45329,"Europe","Lake",59.05972,11.61778,13082.90035,"small lake"
45331,"Europe","Lake",63.4575,8.454444,164556.4159,"small lake"
45343,"Europe","Lake",63.35139,8.877778,31991.79934,"small lake"
45345,"Europe","Lake",63.05972,9.416944,49642.98432,"small lake"
45347,"Europe","Lake",62.26667,9.833333,85326.3053,"small lake"
45349,"Europe","Lake",61.64917,9.876667,268671.7605,"small lake"
45351,"Europe","Lake",61.5625,10.26778,43155.86059,"small lake"
45377,"Europe","Peat",59.075,24.1,NA,"peatland"
45379,"Europe","Lake",59.175,24.43111,NA,"small lake"
45381,"Europe","Lake",59.44,25,NA,"small lake"
45383,"Europe","Lake",59.48944,25.53861,3260584.729,"large lake"
45385,"Europe","Lake",59.45139,26.01389,39282.05665,"small lake"
45387,"Europe","Lake",59.45139,26.01389,NA,"small lake"
45389,"Europe","Lake",58.05917,26.51722,27679.74054,"small lake"
45391,"Europe","Lake",57.80833,27.05833,170993.0332,"small lake"
45393,"Europe","Peat",57.73722,27.06917,NA,"peatland"
45395,"Europe","Peat",57.73722,27.06917,NA,"peatland"
45398,"Europe","Lake",57.675,27.075,174939.6769,"small lake"
45406,"Europe","Peat",59.24806,27.54083,NA,"peatland"
45410,"Europe","Lake",59.03333,24.28333,NA,"small lake"
45636,"Europe","Lake",68.52691,14.93089,21244.69489,"small lake"
45639,"Europe","Lake",68.48221,17.75935,NA,"small lake"
45642,"Europe","Lake",68.44417,18.07167,19955.77675,"small lake"
45655,"North America","Lake",38.74321,-106.432,127331.6575,"small lake"
45695,"North America","Lake",41.11906,-81.2613,NA,"small lake"
45698,"Europe","Lake",60.83513,10.8745,63079.36835,"small lake"
45701,"Europe","Lake",61.10857,10.35931,17804.9143,"small lake"
45704,"Europe","Lake",59.62613,7.98669,28908.79935,"small lake"
45707,"Europe","Lake",59.34377,7.305195,51107.12634,"small lake"
45710,"Europe","Lake",59.67017,7.540515,65253.34601,"small lake"
45713,"Europe","Lake",59.79602,7.252055,4426.454002,"small lake"
45716,"Europe","Lake",59.84206,6.992657,32700.7451,"small lake"
45719,"Europe","Lake",58.53741,7.734035,20260.98916,"small lake"
45722,"Europe","Lake",58.32601,7.78555,44073.58238,"small lake"
45725,"Europe","Lake",58.24415,8.004555,12010.06962,"small lake"
45728,"Europe","Lake",58.14445,7.913611,NA,"small lake"
45731,"Europe","Lake",59.76488,7.434405,44907.3116,"small lake"
45816,"North America","Lake",40.66667,-82.1372,166422.4165,"small lake"
46131,"North America","Lake",36.79131,-92.2231,5966.701171,"small lake"
46280,"Europe","Lake",47.02139,7.483806,NA,"small lake"
46290,"North America","Lake",44.95968,-118.231,84469.73224,"small lake"
46292,"North America","Lake",47.24152,-113.911,40038.4663,"small lake"
46445,"Europe","Lake",69.06667,36.06667,339556.6821,"small lake"
46447,"Europe","Lake",68.82667,35.32822,34270.90463,"small lake"
46449,"Asia","Peat",61.2684,46.75513,NA,"peatland"
46451,"Europe","Lake",60.72972,29.14222,200092.2384,"small lake"
46457,"Europe","Peat",60.68702,29.14831,NA,"peatland"
46459,"Europe","Lake",60.53071,29.90163,440391.8211,"small lake"
46462,"Europe","Peat",55.11806,41.03972,NA,"peatland"
46464,"Europe","Lake",60.22891,30.04151,184876.0701,"small lake"
46466,"Europe","Peat",53.66192,38.5838,NA,"peatland"
46469,"Europe","Lake",60.3575,30.31333,11693484.02,"large lake"
46473,"Europe","Peat",53.21161,35.77489,NA,"peatland"
46475,"Europe","Peat",54.95167,22.34111,NA,"peatland"
46477,"Europe","Peat",58.10645,31.04442,NA,"peatland"
46479,"Europe","Peat",53.83472,36.2525,NA,"peatland"
46481,"Europe","Peat",56.28528,32.0275,NA,"peatland"
46483,"Europe","Peat",55.16667,36.41667,NA,"peatland"
46485,"Europe","Lake",56.06667,37.33333,528718.1287,"large lake"
46488,"Asia","Lake",67.36667,62.75,368116.6862,"small lake"
46490,"Europe","Peat",59.01111,29.97722,NA,"peatland"
46492,"Asia","Peat",61.03333,60.05,NA,"peatland"
46512,"Asia","Peat",64.38333,60.9,NA,"peatland"
46514,"Europe","Lake",60.50222,29.51694,8423930.009,"large lake"
46516,"Europe","Lake",59.61457,28.61129,6753370.121,"large lake"
46521,"Europe","Peat",51.55222,-0.48389,NA,"peatland"
46522,"Europe","Peat",51.55222,-0.48389,NA,"peatland"
46523,"Asia","Peat",53.76667,64.25,NA,"peatland"
46544,"Europe","Peat",58.48888,25.77353,NA,"peatland"
46603,"North America","Lake",34.27645,-116.806,2584703.753,"large lake"
46611,"North America","Lake",41.43326,-106.337,25887.68547,"small lake"
46630,"North America","Lake",48.58559,-123.683,8055.448452,"small lake"
46645,"North America","Lake",44.39279,-107.382,88566.53127,"small lake"
46648,"Europe","Lake",46.29951,7.58686,2851.683615,"small lake"
46650,"Europe","Lake",45.82802,9.26482,409008.772,"small lake"
46653,"Europe","Lake",46.23376,7.33926,NA,"small lake"
46655,"Europe","Peat",46.66286,10.20994,NA,"peatland"
46659,"North America","Lake",44.93616,-109.5,44993.11668,"small lake"
46672,"North America","Lake",56.55185,-135.012,66121.46266,"small lake"
46680,"North America","Lake",53.51975,-120.676,125456.9198,"small lake"
46730,"North America","Lake",44.96856,-109.572,352843.1953,"small lake"
46803,"North America","Lake",60.68695,-148.143,635154.0188,"large lake"
47027,"Europe","Peat",46.61469,10.34647,NA,"peatland"
47506,"North America","Peat",33.73917,-118.084,NA,"peatland"
47520,"Europe","Lake",49.07525,13.40005,40277.29031,"small lake"
47527,"North America","Lake",26.79872,-77.4234,838.8755441,"small lake"
47537,"Europe","Lake",40.45547,9.78752,215181.9756,"small lake"
47555,"North America","Lake",36.79913,-91.09,174.0688607,"small lake"
47557,"North America","Lake",36.79913,-91.09,174.0688607,"small lake"
47580,"Europe","Lake",37.90101,13.40842,1634.664372,"small lake"
47584,"Europe","Lake",37.90131,13.41265,1393.384367,"small lake"
47587,"Europe","Peat",37.85262,14.12767,NA,"peatland"
47590,"Europe","Lake",37.90121,14.39575,5757.781652,"small lake"
47602,"North America","Peat",31.68721,-81.1522,NA,"peatland"
47604,"Europe","Lake",46.15006,7.35751,841.6672477,"small lake"
47606,"Europe","Peat",46.10237,12.40049,NA,"peatland"
47610,"North America","Lake",40.33413,-105.841,17228.46036,"small lake"
47618,"Europe","Lake",46.2525,8.023056,NA,"small lake"
47621,"North America","Lake",37.3527,-122.257,1434.434326,"small lake"
47663,"Asia","Lake",42.83889,77.3925,40493.27451,"small lake"
47669,"Asia","Lake",39.98767,73.55193,96158.09235,"small lake"
47671,"Asia","Lake",41.86734,71.96008,10118.04315,"small lake"
47673,"Asia","Lake",41.30935,72.96399,16660.09852,"small lake"
47681,"Asia","Lake",41.30912,72.95762,20912.48178,"small lake"
47683,"Asia","Peat",41.2815,72.83431,NA,"peatland"
47685,"Asia","Lake",41.24565,73.26452,10224.91498,"small lake"
47687,"North America","Lake",42.2944,-111.992,164758.5183,"small lake"
47817,"Asia","Peat",44.97373,81.03134,NA,"peatland"
48072,"Europe","Peat",49.63968,15.87371,NA,"peatland"
48358,"Europe","Lake",49.15343,20.07971,NA,"small lake"
48361,"North America","Lake",60.59302,-150.886,446464.6291,"small lake"
48363,"North America","Lake",59.94518,-151.111,70463.03853,"small lake"
48549,"North America","Peat",37.52858,-119.645,NA,"peatland"
48616,"North America","Lake",53.60656,-120.652,37648.67526,"small lake"
48640,"Europe","Lake",44.09825,7.48358,21108.62286,"small lake"
48658,"Europe","Peat",53.43892,8.307095,NA,"peatland"
48664,"Europe","Lake",50.10012,6.756278,266340.5687,"small lake"
48668,"Europe","Peat",53.66697,8.80243,NA,"peatland"
48685,"North America","Lake",41.83421,-88.3817,264002.8712,"small lake"
48697,"North America","Lake",16,-91.554,27289.51217,"small lake"
48717,"North America","Peat",39.904,-116.59,1012999.064,"peatland"
48721,"North America","Lake",64.05443,-114.106,14098.71501,"small lake"
48723,"North America","Lake",46.38043,-91.7011,96895.67713,"small lake"
48730,"North America","Lake",46.38043,-91.7011,NA,"small lake"
48735,"Europe","Peat",49.0161,13.41023,198131.85,"peatland"
48738,"Europe","Peat",58.32503,22.09672,NA,"peatland"
48740,"North America","Lake",34.41357,-119.882,4293.866286,"small lake"
48761,"Europe","Lake",53.65993,8.772888,NA,"small lake"
48763,"Europe","Peat",53.64532,8.75663,NA,"peatland"
48769,"Europe","Peat",53.65484,8.769558,NA,"peatland"
48777,"Europe","Peat",53.65498,8.77929,NA,"peatland"
48782,"Europe","Peat",53.67158,8.717136,NA,"peatland"
48794,"Europe","Peat",53.67397,8.724022,NA,"peatland"
48796,"Europe","Peat",53.66392,8.727432,1445.883067,"peatland"
48798,"Europe","Peat",53.67167,8.722844,NA,"peatland"
48812,"North America","Lake",46.54011,-92.6019,86069.48921,"small lake"
48814,"North America","Lake",46.18861,-89.7,51593.85092,"small lake"
48816,"North America","Lake",46.33129,-86.7979,62753.77194,"small lake"
48818,"North America","Lake",46.18583,-89.7031,327281.218,"small lake"
48861,"North America","Lake",46.33129,-86.7979,NA,"small lake"
48873,"North America","Lake",46.84313,-88.8633,20331.08684,"small lake"
48879,"North America","Lake",46.85857,-87.8961,157940.6152,"small lake"
48881,"North America","Lake",45.23731,-88.6787,55153.14393,"small lake"
48882,"Europe","Lake",51.71756,5.185116,152261.5776,"small lake"
48883,"Europe","Lake",51.71756,5.185116,NA,"small lake"
48887,"North America","Lake",46.44318,-85.7162,24672.01922,"small lake"
48889,"North America","Lake",46.44318,-85.7162,NA,"small lake"
48893,"North America","Lake",47.41911,-88.0083,30134.91634,"small lake"
48895,"North America","Lake",47.41911,-88.0083,NA,"small lake"
48911,"North America","Lake",45.35584,-72.2262,27215.47647,"small lake"
48923,"Europe","Peat",58.52611,22.42306,NA,"peatland"
48925,"North America","Lake",46.40759,-69.0423,1683913.171,"large lake"
48926,"Europe","Peat",58.27111,22.22222,NA,"peatland"
48928,"Europe","Peat",58.33007,22.06158,823931.5395,"peatland"
48931,"Europe","Lake",41.31848,-4.14498,8642.084371,"small lake"
48935,"Europe","Peat",41.95209,-3.93936,NA,"peatland"
48937,"Europe","Peat",50.79417,2.25167,NA,"peatland"
48942,"Europe","Peat",38.07905,-8.80983,1277.580887,"peatland"
48945,"North America","Peat",35.95367,-118.617,33579.12647,"peatland"
48948,"Europe","Lake",44.99361,6.59028,18978.73762,"small lake"
48950,"Europe","Peat",44.555,5.99556,63882.5968,"peatland"
48952,"Europe","Lake",45.09,2.895,38961.54191,"small lake"
48954,"North America","Lake",38.55186,-111.696,10345324.98,"large lake"
48957,"Europe","Peat",48.11667,-0.78889,NA,"peatland"
48960,"Europe","Lake",45.33944,2.64556,64743.11182,"small lake"
48962,"Europe","Peat",46.82361,6.42306,NA,"peatland"
48964,"North America","Peat",36.19685,-118.424,248710.9842,"peatland"
48966,"Europe","Lake",52.24591,5.76097,53718.3277,"small lake"
48968,"Europe","Peat",45.14722,2.84889,NA,"peatland"
48971,"Europe","Peat",45.13944,2.85917,NA,"peatland"
48973,"Europe","Peat",45.37722,2.90472,161340.5029,"peatland"
48975,"Europe","Peat",45.37722,2.90472,NA,"peatland"
48978,"Europe","Peat",45.125,5.64361,73508.73362,"peatland"
48980,"Europe","Peat",44.96389,6.59417,NA,"peatland"
48984,"Europe","Peat",44.91889,6.59417,NA,"peatland"
48985,"Europe","Peat",44.13,7.47333,1245.959963,"peatland"
48990,"Europe","Lake",45.57417,2.92222,NA,"small lake"
49078,"Europe","Peat",37.23333,-2.7,NA,"peatland"
49080,"Europe","Peat",39.603,-4.69673,NA,"peatland"
49082,"North America","Lake",49.81292,-117.878,16684.45881,"small lake"
49084,"Europe","Lake",57.90956,-5.04181,6409.727737,"small lake"
49086,"Europe","Peat",57.91094,-5.09022,1297208.028,"peatland"
49090,"Europe","Peat",57.90853,-5.04136,NA,"peatland"
49092,"Europe","Peat",57.91217,-5.116,NA,"peatland"
49096,"Europe","Peat",57.90353,-5.03183,NA,"peatland"
49098,"Europe","Peat",57.90344,-5.01267,NA,"peatland"
49100,"Europe","Peat",57.90433,-5.06283,NA,"peatland"
49102,"Europe","Lake",57.24893,-5.02402,31821.41505,"small lake"
49108,"Europe","Peat",57.32228,-4.82536,175187.3926,"peatland"
49110,"Europe","Peat",57.29212,-4.88215,5815.631464,"peatland"
49112,"Europe","Peat",57.27093,-4.914,10147.07329,"peatland"
49114,"Europe","Peat",57.26307,-4.99019,NA,"peatland"
49116,"Europe","Peat",57.25411,-5.02114,NA,"peatland"
49118,"Europe","Peat",57.27789,-4.94281,3654411.466,"peatland"
49120,"Europe","Peat",56.66278,-4.40144,180672.3173,"peatland"
49122,"Europe","Peat",56.6645,-4.33267,NA,"peatland"
49124,"Europe","Peat",56.72297,-4.23761,NA,"peatland"
49126,"Europe","Peat",56.69269,-4.46775,104290.2811,"peatland"
49128,"Europe","Peat",56.6955,-4.41764,NA,"peatland"
49130,"Europe","Peat",56.65694,-4.37356,NA,"peatland"
49132,"Europe","Peat",56.64808,-4.37357,NA,"peatland"
49137,"Europe","Peat",56.66935,-4.34631,50029.17659,"peatland"
49139,"Asia","Peat",61.69611,55.57417,NA,"peatland"
49141,"Asia","Peat",61.73139,55.49417,25302.63639,"peatland"
49143,"Europe","Lake",42.06583,9.13417,42663.90279,"small lake"
49145,"Europe","Lake",45.57417,2.92222,NA,"small lake"
49147,"North America","Lake",52.2277,-119.349,187757.652,"small lake"
49149,"Europe","Peat",44.385,6.00333,19952.87006,"peatland"
49154,"North America","Lake",53.92133,-121.296,52239.53934,"small lake"
49175,"Europe","Lake",38.79895,-2.36032,NA,"small lake"
49177,"Europe","Lake",38.38903,-2.5095,251192.2069,"small lake"
49179,"Europe","Lake",38.0675,-2.6875,404563.9426,"small lake"
49196,"Europe","Lake",65.6577,-17.2345,268997.7417,"small lake"
49200,"Europe","Lake",38.2,-2.11667,NA,"small lake"
49204,"Europe","Lake",36.93159,-2.905,3201.741722,"small lake"
49218,"Europe","Peat",39.58577,-4.8943,NA,"peatland"
49220,"Europe","Peat",36.90515,-4.07205,NA,"peatland"
49222,"Europe","Peat",43.055,-2.86139,NA,"peatland"
49240,"Europe","Lake",38.17444,-0.75278,11112248.27,"large lake"
49242,"Europe","Lake",38.50472,-0.88889,2682176.465,"large lake"
49248,"Europe","Peat",53.46002,8.93258,NA,"peatland"
49255,"North America","Lake",44.16725,-81.3116,241055.055,"small lake"
49257,"Europe","Lake",39.98778,-1.87333,11321.96504,"small lake"
49259,"Europe","Peat",38.91583,1.435,NA,"peatland"
49263,"Europe","Lake",39.94806,4.25861,817504.1933,"large lake"
49265,"Europe","Lake",42.63896,0.92444,4732.764955,"small lake"
49276,"North America","Lake",42.55037,-72.4319,125445.9804,"small lake"
49347,"Europe","Lake",48.99372,8.7611,119063.1506,"small lake"
49351,"North America","Peat",50.7653,-82.7798,NA,"peatland"
49353,"Europe","Lake",50.40287,10.23705,8483.717908,"small lake"
49356,"Europe","Peat",54.64474,9.14598,NA,"peatland"
49358,"Europe","Peat",54.64574,9.13051,NA,"peatland"
49388,"Europe","Lake",54.29385,10.88231,9579.818613,"small lake"
49404,"North America","Lake",44.11382,-110.95,197577.4475,"small lake"
49412,"North America","Lake",44.95551,-110.602,175769.4199,"small lake"
49414,"North America","Lake",48.63738,-113.857,18935.22444,"small lake"
49416,"North America","Peat",48.93724,-114.351,NA,"peatland"
49417,"North America","Lake",44.50544,-110.247,10393.24474,"small lake"
49419,"North America","Lake",47.8634,-114.324,242125.2683,"small lake"
49421,"North America","Lake",44.39252,-110.423,342706825.8,"large lake"
49423,"North America","Lake",44.39252,-110.423,NA,"small lake"
49430,"Europe","Peat",54.17131,10.41846,1588134.732,"peatland"
49432,"Europe","Peat",54.21785,10.29035,3637640.764,"peatland"
49434,"Europe","Lake",54.14263,10.63284,2157986.112,"large lake"
49436,"Europe","Peat",54.13333,10.01667,NA,"peatland"
49442,"Europe","Peat",47.83333,11.06667,NA,"peatland"
49444,"Europe","Lake",48.00176,9.64465,35172.32621,"small lake"
49451,"North America","Lake",44.63154,-111.865,8944576.648,"large lake"
49457,"Europe","Lake",54.15722,10.42333,29176137.15,"large lake"
49466,"Europe","Lake",53.24699,12.84694,405224.5182,"small lake"
49468,"Europe","Lake",53.7914,12.28974,144905.3945,"small lake"
49474,"Europe","Lake",53.72396,11.37597,512259.4008,"large lake"
49477,"Europe","Peat",54.64245,9.77247,13881.29743,"peatland"
49489,"Europe","Peat",46.64239,22.85947,NA,"peatland"
49491,"Europe","Lake",43.6697,28.54414,2117959.281,"large lake"
49499,"Europe","Peat",34.35,36.2,NA,"peatland"
49501,"Europe","Peat",33.73222,35.79361,NA,"peatland"
49503,"Europe","Peat",33.75278,35.94806,NA,"peatland"
49513,"Europe","Peat",48.9133,22.16329,NA,"peatland"
49521,"Europe","Peat",42.62611,1.29611,12152.81623,"peatland"
49523,"Europe","Lake",42.47556,12.84722,445813.4362,"small lake"
49530,"Europe","Lake",39.54889,16.02222,12887.99463,"small lake"
49609,"Europe","Peat",42.67222,9.30444,NA,"peatland"
49612,"Europe","Peat",57.23111,24.50472,NA,"peatland"
49616,"Europe","Peat",56.85306,26.88722,NA,"peatland"
49636,"Europe","Peat",57.24806,24.61667,NA,"peatland"
49640,"Europe","Peat",57.95417,24.58722,NA,"peatland"
49642,"Europe","Lake",57.03078,25.33517,64307.67177,"small lake"
49654,"Europe","Peat",57.86306,25.21806,NA,"peatland"
49658,"Europe","Lake",56.76028,27.14944,161332.6828,"small lake"
49660,"Europe","Peat",56.51722,22.91472,NA,"peatland"
49687,"Europe","Peat",57.92139,24.54556,NA,"peatland"
49906,"Europe","Lake",51.99694,16.70528,2522920.78,"large lake"
49911,"Europe","Peat",47.86858,18.46814,NA,"peatland"
49953,"Europe","Peat",48.64559,17.97578,NA,"peatland"
50128,"Europe","Peat",52.34418,4.55981,25532.27809,"peatland"
50155,"Europe","Peat",53.44406,5.620562,NA,"peatland"
51727,"North America","Lake",44.8731,-110.168,35986.62331,"small lake"
51729,"North America","Lake",44.9039,-110.126,22507.52293,"small lake"
51739,"North America","Lake",44.93333,-110.35,41189.46121,"small lake"
51741,"North America","Lake",44.93434,-110.385,41569.5986,"small lake"
51743,"North America","Lake",45.02208,-110.741,16557.96579,"small lake"
51745,"North America","Lake",44.91538,-110.369,49993.9611,"small lake"
51747,"North America","Lake",45.00368,-110.699,27557.23927,"small lake"
51749,"North America","Lake",44.94164,-110.451,17358.28838,"small lake"
