"Dataset_ID","Continent","Basin_Type","Latitude","Longitude","Area_m2","record_type"
200016,"Asia","Lake",31.35,84.07,125056615.7,"large lake"
200017,"Asia","Lake",31.53,84.06,3623305.116,"large lake"
200019,"North America","Lake",35.39249,-111.733,10565.5725,"small lake"
200020,"Europe","Lake",41.9,12.76,NA,"small lake"
200021,"Asia","Peat",23.82,120.88,NA,"peatland"
200023,"North America","Lake",45.88,-122.58,57540.65796,"small lake"
200026,"North America","Lake",66.7667,-157.217,NA,"small lake"
200029,"Asia","Peat",44.05,142.383,NA,"peatland"
200030,"Asia","Peat",51.341,142.14,NA,"peatland"
200034,"Europe","Lake",42.57,11.8,NA,"small lake"
200035,"Europe","Lake",42.12908,2.754,NA,"small lake"
200039,"North America","Lake",29.83,-81.95,73565.87079,"small lake"
200040,"Europe","Lake",39.05,22.2667,NA,"small lake"
200041,"Asia","Lake",35.245,136.054,NA,"small lake"
200042,"North America","Lake",44.1672,-123.584,41760.38194,"small lake"
200054,"North America","Lake",34.45,-111.33,NA,"small lake"
200055,"Europe","Lake",42.13,12.32,NA,"small lake"
200056,"North America","Lake",30.27566,-84.9891,NA,"small lake"
200057,"North America","Lake",45.91,-120.88,NA,"small lake"
200061,"Europe","Peat",39.1,-0.68,NA,"peatland"
200069,"North America","Lake",66.3833,-138.383,666834697,"large lake"
200090,"Europe","Lake",44.9091,3.78994,492221.2232,"small lake"
200092,"Europe","Peat",45.8833,12.7165,NA,"peatland"
200095,"North America","Lake",34.00324,-109.433,NA,"small lake"
200099,"Asia","Lake",36.831,138.216,NA,"small lake"
200103,"North America","Lake",40.3,-123.22,NA,"small lake"
200105,"Europe","Lake",39.68336,20.847,NA,"small lake"
200111,"North America","Lake",40.3,-123.22,NA,"small lake"
200124,"Asia","Peat",39.187,100.135,NA,"peatland"
200125,"Asia","Lake",39.006,103.338,NA,"small lake"
200127,"Asia","Lake",39.05,103.667,4310246.532,"large lake"
200134,"Asia","Lake",20.52,110.301,NA,"small lake"
200135,"Asia","Peat",21.367,110.25,16308232.9,"peatland"
200139,"Asia","Lake",22.32,107.119,NA,"small lake"
200140,"Asia","Peat",24.564,107.096,NA,"peatland"
200144,"Asia","Lake",25.2,107.998,NA,"small lake"
200145,"Asia","Peat",26.467,108.283,NA,"peatland"
200146,"Asia","Lake",27.917,108.683,NA,"small lake"
200147,"Asia","Peat",27.899,108.693,NA,"peatland"
200150,"Asia","Lake",38.4,115.983,NA,"small lake"
200153,"Asia","Peat",47.65,132.5,NA,"peatland"
200154,"Asia","Peat",47.217,127.333,NA,"peatland"
200155,"Asia","Peat",31.491,109.996,NA,"peatland"
200156,"Asia","Peat",31.567,109.933,NA,"peatland"
200157,"Asia","Lake",31.75,110.667,NA,"small lake"
200165,"Asia","Peat",42.033,128.133,NA,"peatland"
200166,"Asia","Peat",42.214,126.518,NA,"peatland"
200167,"Asia","Peat",42.225,126.504,NA,"peatland"
200169,"Asia","Peat",43.45,125.75,NA,"peatland"
200176,"Asia","Peat",24.25,115.033,NA,"peatland"
200177,"Asia","Lake",29.032,116.147,2395224929,"large lake"
200182,"Asia","Lake",41.333,114.35,48031787.9,"large lake"
200183,"Asia","Lake",43.32,116.577,214032552.9,"large lake"
200184,"Asia","Lake",42.618,116.817,784659.3406,"large lake"
200185,"Asia","Lake",40.583,112.7,50171372.94,"large lake"
200186,"Asia","Lake",40.582,112.667,50171372.94,"large lake"
200187,"Asia","Lake",40.583,112.667,50171372.94,"large lake"
200188,"Asia","Lake",40.83636,113.2786,36756661.49,"large lake"
200189,"Asia","Lake",41.142,112.625,NA,"small lake"
200191,"Asia","Lake",39.783,109.333,7540308.649,"large lake"
200194,"Asia","Lake",40.467,110.67,NA,"small lake"
200199,"Asia","Peat",32.903,91.922,NA,"peatland"
200200,"Asia","Lake",35.95,90.833,7574502.318,"large lake"
200201,"Asia","Lake",36.247,100.407,922835.1617,"large lake"
200203,"Asia","Lake",34.917,97.733,627665824.6,"large lake"
200204,"Asia","Lake",37.167,97.55,37370679.52,"large lake"
200206,"Asia","Peat",38.001,96.467,NA,"peatland"
200207,"Asia","Peat",33.3,101.117,NA,"peatland"
200208,"Asia","Lake",36.75,100.167,4268054413,"large lake"
200209,"Asia","Peat",34.103,92.628,NA,"peatland"
200211,"Asia","Lake",34.867,90.5,640598857.6,"large lake"
200212,"Asia","Lake",35.233,90.333,617976011.3,"large lake"
200213,"Asia","Lake",33.37619,101.1027,NA,"small lake"
200214,"Asia","Lake",35.967,101.667,3498433.767,"large lake"
200215,"Asia","Lake",34.283,92.667,17287149.73,"large lake"
200223,"Asia","Peat",40.367,113.733,NA,"peatland"
200225,"Asia","Lake",33.936,107.42,NA,"small lake"
200227,"Asia","Lake",37.75,107.517,687391.0504,"large lake"
200228,"Asia","Lake",31.083,120.967,30556462.42,"large lake"
200233,"Asia","Lake",32.04903,103.6761,1023773.015,"large lake"
200234,"Asia","Peat",32.962,103.137,NA,"peatland"
200235,"Asia","Peat",33.454,102.64,NA,"peatland"
200236,"Asia","Peat",23.817,120.883,NA,"peatland"
200237,"Asia","Peat",23.817,120.883,NA,"peatland"
200238,"Asia","Lake",31.517,92.067,NA,"small lake"
200239,"Asia","Lake",30.017,93.933,27070994.02,"large lake"
200240,"Asia","Lake",31.608,95.576,8851474.834,"large lake"
200242,"Asia","Lake",31.467,91.508,79375715.32,"large lake"
200243,"Asia","Lake",31.537,90.829,91313103.91,"large lake"
200251,"Asia","Peat",30.918,90.878,NA,"peatland"
200252,"Asia","Lake",30.733,90.667,1937676911,"large lake"
200253,"Asia","Lake",31.583,91.15,NA,"small lake"
200254,"Asia","Lake",44.545,83.794,851920.4415,"large lake"
200255,"Asia","Lake",44.571,83.745,8503001.551,"large lake"
200256,"Asia","Lake",42.655,89.416,272228962.5,"large lake"
200257,"Asia","Lake",42.675,89.418,272228962.5,"large lake"
200258,"Asia","Lake",41.931,86.804,987173616.3,"large lake"
200259,"Asia","Lake",47.833,88.2,7532754.868,"large lake"
200260,"Asia","Lake",48.717,87.03,45893399.68,"large lake"
200262,"Asia","Lake",40.149,90.509,4.26385e+11,"large lake"
200263,"Asia","Lake",43.046,84.382,522809.2116,"large lake"
200264,"Asia","Lake",43.426,94.173,27473989.08,"large lake"
200265,"Asia","Lake",43.399,94.245,27473989.08,"large lake"
200267,"Asia","Lake",43.083,84.633,353977424.2,"large lake"
200269,"Asia","Peat",25.12,98.55,NA,"peatland"
200271,"Asia","Lake",26.533,99.867,NA,"small lake"
200272,"Asia","Lake",26.634,99.717,20658.2025,"small lake"
200273,"Asia","Lake",23.667,102.55,30338343.91,"large lake"
200274,"Asia","Lake",25.101,100.1,NA,"small lake"
200275,"Asia","Lake",26.62894,99.70933,14184.0315,"small lake"
200282,"North America","Lake",68.64167,-149.457,107274.2957,"small lake"
200283,"Asia","Lake",70.66744,97.71586,38240.8665,"small lake"
200284,"Asia","Lake",43.61583,92.77417,NA,"small lake"
200285,"Asia","Lake",63.07816,117.9981,1665136.894,"large lake"
200286,"Asia","Lake",67.89,66.31,11804581.17,"large lake"
200287,"Asia","Lake",69.54833,90.21167,617814377,"large lake"
200288,"Asia","Lake",59.98957,112.986,4429917.4,"large lake"
200289,"Asia","Lake",59.99095,112.9835,4429917.4,"large lake"
200290,"Asia","Lake",42,101.567,NA,"small lake"
200291,"Asia","Peat",38.001,96.467,NA,"peatland"
200292,"Asia","Peat",33.45,102.633,NA,"peatland"
